source,target,ligand,receptor,prob,pval,interaction_name,interaction_name_2,pathway_name,annotation,evidence
Myeloid cells,EnS cells,VTN,ITGAV_ITGB1,1.6574423270683234e-7,0,VTN_ITGAV_ITGB1,VTN - (ITGAV+ITGB1),VTN,ECM-Receptor,KEGG: hsa04512
Smooth muscle cells,EnS cells,VTN,ITGAV_ITGB1,1.9294685464544942e-7,0,VTN_ITGAV_ITGB1,VTN - (ITGAV+ITGB1),VTN,ECM-Receptor,KEGG: hsa04512
T/NK cells,EnS cells,VTN,ITGAV_ITGB1,1.2482437333529562e-7,0,VTN_ITGAV_ITGB1,VTN - (ITGAV+ITGB1),VTN,ECM-Receptor,KEGG: hsa04512
Endothelial cells,Epithelial cells,VTN,ITGAV_ITGB1,2.3059911822913733e-7,0,VTN_ITGAV_ITGB1,VTN - (ITGAV+ITGB1),VTN,ECM-Receptor,KEGG: hsa04512
EnEpi cells,Epithelial cells,VTN,ITGAV_ITGB1,1.272145557588309e-7,0,VTN_ITGAV_ITGB1,VTN - (ITGAV+ITGB1),VTN,ECM-Receptor,KEGG: hsa04512
EnS cells,Epithelial cells,VTN,ITGAV_ITGB1,1.6677449116011913e-7,0,VTN_ITGAV_ITGB1,VTN - (ITGAV+ITGB1),VTN,ECM-Receptor,KEGG: hsa04512
Epithelial cells,Epithelial cells,VTN,ITGAV_ITGB1,1.4671090486747343e-7,0,VTN_ITGAV_ITGB1,VTN - (ITGAV+ITGB1),VTN,ECM-Receptor,KEGG: hsa04512
Mast cells,Epithelial cells,VTN,ITGAV_ITGB1,9.206234025370534e-8,0.03,VTN_ITGAV_ITGB1,VTN - (ITGAV+ITGB1),VTN,ECM-Receptor,KEGG: hsa04512
Mesenchymal cells,Epithelial cells,VTN,ITGAV_ITGB1,1.530327890138121e-7,0,VTN_ITGAV_ITGB1,VTN - (ITGAV+ITGB1),VTN,ECM-Receptor,KEGG: hsa04512
Myeloid cells,Epithelial cells,VTN,ITGAV_ITGB1,1.2883940495114075e-7,0,VTN_ITGAV_ITGB1,VTN - (ITGAV+ITGB1),VTN,ECM-Receptor,KEGG: hsa04512
Smooth muscle cells,Epithelial cells,VTN,ITGAV_ITGB1,1.499850563986498e-7,0,VTN_ITGAV_ITGB1,VTN - (ITGAV+ITGB1),VTN,ECM-Receptor,KEGG: hsa04512
T/NK cells,Epithelial cells,VTN,ITGAV_ITGB1,9.703081413296988e-8,0,VTN_ITGAV_ITGB1,VTN - (ITGAV+ITGB1),VTN,ECM-Receptor,KEGG: hsa04512
B/Plasma cells,Mesenchymal cells,VTN,ITGAV_ITGB1,9.047932631299693e-8,0,VTN_ITGAV_ITGB1,VTN - (ITGAV+ITGB1),VTN,ECM-Receptor,KEGG: hsa04512
Endothelial cells,Mesenchymal cells,VTN,ITGAV_ITGB1,2.9010845304926624e-7,0,VTN_ITGAV_ITGB1,VTN - (ITGAV+ITGB1),VTN,ECM-Receptor,KEGG: hsa04512
EnEpi cells,Mesenchymal cells,VTN,ITGAV_ITGB1,1.6004405933815731e-7,0,VTN_ITGAV_ITGB1,VTN - (ITGAV+ITGB1),VTN,ECM-Receptor,KEGG: hsa04512
EnS cells,Mesenchymal cells,VTN,ITGAV_ITGB1,2.0981298977634608e-7,0,VTN_ITGAV_ITGB1,VTN - (ITGAV+ITGB1),VTN,ECM-Receptor,KEGG: hsa04512
Epithelial cells,Mesenchymal cells,VTN,ITGAV_ITGB1,1.845717143448703e-7,0,VTN_ITGAV_ITGB1,VTN - (ITGAV+ITGB1),VTN,ECM-Receptor,KEGG: hsa04512
Erythrocytes,Mesenchymal cells,VTN,ITGAV_ITGB1,9.020672463535776e-8,0,VTN_ITGAV_ITGB1,VTN - (ITGAV+ITGB1),VTN,ECM-Receptor,KEGG: hsa04512
Mast cells,Mesenchymal cells,VTN,ITGAV_ITGB1,1.15820321755995e-7,0,VTN_ITGAV_ITGB1,VTN - (ITGAV+ITGB1),VTN,ECM-Receptor,KEGG: hsa04512
Mesenchymal cells,Mesenchymal cells,VTN,ITGAV_ITGB1,1.9252504916856472e-7,0,VTN_ITGAV_ITGB1,VTN - (ITGAV+ITGB1),VTN,ECM-Receptor,KEGG: hsa04512
Myeloid cells,Mesenchymal cells,VTN,ITGAV_ITGB1,1.62088223627001e-7,0,VTN_ITGAV_ITGB1,VTN - (ITGAV+ITGB1),VTN,ECM-Receptor,KEGG: hsa04512
Smooth muscle cells,Mesenchymal cells,VTN,ITGAV_ITGB1,1.886908065029447e-7,0,VTN_ITGAV_ITGB1,VTN - (ITGAV+ITGB1),VTN,ECM-Receptor,KEGG: hsa04512
T/NK cells,Mesenchymal cells,VTN,ITGAV_ITGB1,1.2207098003100169e-7,0,VTN_ITGAV_ITGB1,VTN - (ITGAV+ITGB1),VTN,ECM-Receptor,KEGG: hsa04512
Endothelial cells,Myeloid cells,VTN,ITGAV_ITGB1,1.802774160697345e-7,0,VTN_ITGAV_ITGB1,VTN - (ITGAV+ITGB1),VTN,ECM-Receptor,KEGG: hsa04512
EnEpi cells,Myeloid cells,VTN,ITGAV_ITGB1,9.945359313328556e-8,0,VTN_ITGAV_ITGB1,VTN - (ITGAV+ITGB1),VTN,ECM-Receptor,KEGG: hsa04512
EnS cells,Myeloid cells,VTN,ITGAV_ITGB1,1.3038069765758542e-7,0,VTN_ITGAV_ITGB1,VTN - (ITGAV+ITGB1),VTN,ECM-Receptor,KEGG: hsa04512
Epithelial cells,Myeloid cells,VTN,ITGAV_ITGB1,1.1469541842872378e-7,0,VTN_ITGAV_ITGB1,VTN - (ITGAV+ITGB1),VTN,ECM-Receptor,KEGG: hsa04512
Mesenchymal cells,Myeloid cells,VTN,ITGAV_ITGB1,1.1963773115109223e-7,0,VTN_ITGAV_ITGB1,VTN - (ITGAV+ITGB1),VTN,ECM-Receptor,KEGG: hsa04512
Myeloid cells,Myeloid cells,VTN,ITGAV_ITGB1,1.0072386518709577e-7,0,VTN_ITGAV_ITGB1,VTN - (ITGAV+ITGB1),VTN,ECM-Receptor,KEGG: hsa04512
Smooth muscle cells,Myeloid cells,VTN,ITGAV_ITGB1,1.1725507950161843e-7,0,VTN_ITGAV_ITGB1,VTN - (ITGAV+ITGB1),VTN,ECM-Receptor,KEGG: hsa04512
B/Plasma cells,Smooth muscle cells,VTN,ITGAV_ITGB1,1.0097440753155782e-7,0,VTN_ITGAV_ITGB1,VTN - (ITGAV+ITGB1),VTN,ECM-Receptor,KEGG: hsa04512
Endothelial cells,Smooth muscle cells,VTN,ITGAV_ITGB1,3.237593567716751e-7,0,VTN_ITGAV_ITGB1,VTN - (ITGAV+ITGB1),VTN,ECM-Receptor,KEGG: hsa04512
EnEpi cells,Smooth muscle cells,VTN,ITGAV_ITGB1,1.7860824785888014e-7,0,VTN_ITGAV_ITGB1,VTN - (ITGAV+ITGB1),VTN,ECM-Receptor,KEGG: hsa04512
EnS cells,Smooth muscle cells,VTN,ITGAV_ITGB1,2.3415008604893488e-7,0,VTN_ITGAV_ITGB1,VTN - (ITGAV+ITGB1),VTN,ECM-Receptor,KEGG: hsa04512
Epithelial cells,Smooth muscle cells,VTN,ITGAV_ITGB1,2.0598096890308486e-7,0,VTN_ITGAV_ITGB1,VTN - (ITGAV+ITGB1),VTN,ECM-Receptor,KEGG: hsa04512
Erythrocytes,Smooth muscle cells,VTN,ITGAV_ITGB1,1.0067018563109306e-7,0,VTN_ITGAV_ITGB1,VTN - (ITGAV+ITGB1),VTN,ECM-Receptor,KEGG: hsa04512
Mast cells,Smooth muscle cells,VTN,ITGAV_ITGB1,1.2925481224952493e-7,0,VTN_ITGAV_ITGB1,VTN - (ITGAV+ITGB1),VTN,ECM-Receptor,KEGG: hsa04512
Mesenchymal cells,Smooth muscle cells,VTN,ITGAV_ITGB1,2.1485684450637177e-7,0,VTN_ITGAV_ITGB1,VTN - (ITGAV+ITGB1),VTN,ECM-Receptor,KEGG: hsa04512
Myeloid cells,Smooth muscle cells,VTN,ITGAV_ITGB1,1.8088952338145485e-7,0,VTN_ITGAV_ITGB1,VTN - (ITGAV+ITGB1),VTN,ECM-Receptor,KEGG: hsa04512
Smooth muscle cells,Smooth muscle cells,VTN,ITGAV_ITGB1,2.1057785189874133e-7,0,VTN_ITGAV_ITGB1,VTN - (ITGAV+ITGB1),VTN,ECM-Receptor,KEGG: hsa04512
T/NK cells,Smooth muscle cells,VTN,ITGAV_ITGB1,1.362305107977828e-7,0,VTN_ITGAV_ITGB1,VTN - (ITGAV+ITGB1),VTN,ECM-Receptor,KEGG: hsa04512
EnS cells,B/Plasma cells,FN1,ITGA4_ITGB7,3.38480322729051e-4,0,FN1_ITGA4_ITGB7,FN1 - (ITGA4+ITGB7),FN1,ECM-Receptor,KEGG: hsa04512
Mesenchymal cells,B/Plasma cells,FN1,ITGA4_ITGB7,3.723306404391922e-4,0,FN1_ITGA4_ITGB7,FN1 - (ITGA4+ITGB7),FN1,ECM-Receptor,KEGG: hsa04512
Smooth muscle cells,B/Plasma cells,FN1,ITGA4_ITGB7,2.919884615342309e-4,0,FN1_ITGA4_ITGB7,FN1 - (ITGA4+ITGB7),FN1,ECM-Receptor,KEGG: hsa04512
Endothelial cells,Endothelial cells,FN1,ITGA4_ITGB7,3.2870822496419027e-4,0,FN1_ITGA4_ITGB7,FN1 - (ITGA4+ITGB7),FN1,ECM-Receptor,KEGG: hsa04512
EnS cells,Endothelial cells,FN1,ITGA4_ITGB7,8.170931299107853e-4,0,FN1_ITGA4_ITGB7,FN1 - (ITGA4+ITGB7),FN1,ECM-Receptor,KEGG: hsa04512
Epithelial cells,Endothelial cells,FN1,ITGA4_ITGB7,3.943357821798454e-4,0,FN1_ITGA4_ITGB7,FN1 - (ITGA4+ITGB7),FN1,ECM-Receptor,KEGG: hsa04512
Mesenchymal cells,Endothelial cells,FN1,ITGA4_ITGB7,8.987649264474561e-4,0,FN1_ITGA4_ITGB7,FN1 - (ITGA4+ITGB7),FN1,ECM-Receptor,KEGG: hsa04512
Myeloid cells,Endothelial cells,FN1,ITGA4_ITGB7,2.4777511820275536e-4,0.03,FN1_ITGA4_ITGB7,FN1 - (ITGA4+ITGB7),FN1,ECM-Receptor,KEGG: hsa04512
Smooth muscle cells,Endothelial cells,FN1,ITGA4_ITGB7,7.049079091187715e-4,0,FN1_ITGA4_ITGB7,FN1 - (ITGA4+ITGB7),FN1,ECM-Receptor,KEGG: hsa04512
Mesenchymal cells,EnEpi cells,FN1,ITGA4_ITGB7,2.4961134082260127e-4,0,FN1_ITGA4_ITGB7,FN1 - (ITGA4+ITGB7),FN1,ECM-Receptor,KEGG: hsa04512
Endothelial cells,EnS cells,FN1,ITGA4_ITGB7,2.746568321841076e-4,0,FN1_ITGA4_ITGB7,FN1 - (ITGA4+ITGB7),FN1,ECM-Receptor,KEGG: hsa04512
EnS cells,EnS cells,FN1,ITGA4_ITGB7,6.827886366008475e-4,0,FN1_ITGA4_ITGB7,FN1 - (ITGA4+ITGB7),FN1,ECM-Receptor,KEGG: hsa04512
Epithelial cells,EnS cells,FN1,ITGA4_ITGB7,3.2949642789214574e-4,0,FN1_ITGA4_ITGB7,FN1 - (ITGA4+ITGB7),FN1,ECM-Receptor,KEGG: hsa04512
Mesenchymal cells,EnS cells,FN1,ITGA4_ITGB7,7.510462408374394e-4,0,FN1_ITGA4_ITGB7,FN1 - (ITGA4+ITGB7),FN1,ECM-Receptor,KEGG: hsa04512
Smooth muscle cells,EnS cells,FN1,ITGA4_ITGB7,5.890322784310061e-4,0,FN1_ITGA4_ITGB7,FN1 - (ITGA4+ITGB7),FN1,ECM-Receptor,KEGG: hsa04512
EnS cells,Epithelial cells,FN1,ITGA4_ITGB7,5.154492140680746e-4,0,FN1_ITGA4_ITGB7,FN1 - (ITGA4+ITGB7),FN1,ECM-Receptor,KEGG: hsa04512
Epithelial cells,Epithelial cells,FN1,ITGA4_ITGB7,2.4872112879885345e-4,0.04,FN1_ITGA4_ITGB7,FN1 - (ITGA4+ITGB7),FN1,ECM-Receptor,KEGG: hsa04512
Mesenchymal cells,Epithelial cells,FN1,ITGA4_ITGB7,5.669875778240712e-4,0,FN1_ITGA4_ITGB7,FN1 - (ITGA4+ITGB7),FN1,ECM-Receptor,KEGG: hsa04512
Smooth muscle cells,Epithelial cells,FN1,ITGA4_ITGB7,4.446606571864338e-4,0,FN1_ITGA4_ITGB7,FN1 - (ITGA4+ITGB7),FN1,ECM-Receptor,KEGG: hsa04512
Mesenchymal cells,Erythrocytes,FN1,ITGA4_ITGB7,2.4850733742987297e-4,0,FN1_ITGA4_ITGB7,FN1 - (ITGA4+ITGB7),FN1,ECM-Receptor,KEGG: hsa04512
EnS cells,Mesenchymal cells,FN1,ITGA4_ITGB7,5.762455161014652e-4,0,FN1_ITGA4_ITGB7,FN1 - (ITGA4+ITGB7),FN1,ECM-Receptor,KEGG: hsa04512
Epithelial cells,Mesenchymal cells,FN1,ITGA4_ITGB7,2.7806608834757924e-4,0,FN1_ITGA4_ITGB7,FN1 - (ITGA4+ITGB7),FN1,ECM-Receptor,KEGG: hsa04512
Mesenchymal cells,Mesenchymal cells,FN1,ITGA4_ITGB7,6.338588814732997e-4,0,FN1_ITGA4_ITGB7,FN1 - (ITGA4+ITGB7),FN1,ECM-Receptor,KEGG: hsa04512
Smooth muscle cells,Mesenchymal cells,FN1,ITGA4_ITGB7,4.971117297521833e-4,0,FN1_ITGA4_ITGB7,FN1 - (ITGA4+ITGB7),FN1,ECM-Receptor,KEGG: hsa04512
Endothelial cells,Myeloid cells,FN1,ITGA4_ITGB7,3.0712090447831763e-4,0,FN1_ITGA4_ITGB7,FN1 - (ITGA4+ITGB7),FN1,ECM-Receptor,KEGG: hsa04512
EnS cells,Myeloid cells,FN1,ITGA4_ITGB7,7.634565056508757e-4,0,FN1_ITGA4_ITGB7,FN1 - (ITGA4+ITGB7),FN1,ECM-Receptor,KEGG: hsa04512
Epithelial cells,Myeloid cells,FN1,ITGA4_ITGB7,3.6844007859444827e-4,0,FN1_ITGA4_ITGB7,FN1 - (ITGA4+ITGB7),FN1,ECM-Receptor,KEGG: hsa04512
Mesenchymal cells,Myeloid cells,FN1,ITGA4_ITGB7,8.39771608327461e-4,0,FN1_ITGA4_ITGB7,FN1 - (ITGA4+ITGB7),FN1,ECM-Receptor,KEGG: hsa04512
Smooth muscle cells,Myeloid cells,FN1,ITGA4_ITGB7,6.586306297582672e-4,0,FN1_ITGA4_ITGB7,FN1 - (ITGA4+ITGB7),FN1,ECM-Receptor,KEGG: hsa04512
Endothelial cells,Smooth muscle cells,FN1,ITGA4_ITGB7,3.496984229677245e-4,0,FN1_ITGA4_ITGB7,FN1 - (ITGA4+ITGB7),FN1,ECM-Receptor,KEGG: hsa04512
EnS cells,Smooth muscle cells,FN1,ITGA4_ITGB7,8.69242822212043e-4,0,FN1_ITGA4_ITGB7,FN1 - (ITGA4+ITGB7),FN1,ECM-Receptor,KEGG: hsa04512
Epithelial cells,Smooth muscle cells,FN1,ITGA4_ITGB7,4.195149758613379e-4,0,FN1_ITGA4_ITGB7,FN1 - (ITGA4+ITGB7),FN1,ECM-Receptor,KEGG: hsa04512
Mesenchymal cells,Smooth muscle cells,FN1,ITGA4_ITGB7,9.561222056156347e-4,0,FN1_ITGA4_ITGB7,FN1 - (ITGA4+ITGB7),FN1,ECM-Receptor,KEGG: hsa04512
Myeloid cells,Smooth muscle cells,FN1,ITGA4_ITGB7,2.6359856387706644e-4,0,FN1_ITGA4_ITGB7,FN1 - (ITGA4+ITGB7),FN1,ECM-Receptor,KEGG: hsa04512
Smooth muscle cells,Smooth muscle cells,FN1,ITGA4_ITGB7,7.499029287240099e-4,0,FN1_ITGA4_ITGB7,FN1 - (ITGA4+ITGB7),FN1,ECM-Receptor,KEGG: hsa04512
Endothelial cells,T/NK cells,FN1,ITGA4_ITGB7,2.736563524147084e-4,0,FN1_ITGA4_ITGB7,FN1 - (ITGA4+ITGB7),FN1,ECM-Receptor,KEGG: hsa04512
EnS cells,T/NK cells,FN1,ITGA4_ITGB7,6.803024856114204e-4,0,FN1_ITGA4_ITGB7,FN1 - (ITGA4+ITGB7),FN1,ECM-Receptor,KEGG: hsa04512
Epithelial cells,T/NK cells,FN1,ITGA4_ITGB7,3.282962520568891e-4,0,FN1_ITGA4_ITGB7,FN1 - (ITGA4+ITGB7),FN1,ECM-Receptor,KEGG: hsa04512
Mesenchymal cells,T/NK cells,FN1,ITGA4_ITGB7,7.48311738269036e-4,0,FN1_ITGA4_ITGB7,FN1 - (ITGA4+ITGB7),FN1,ECM-Receptor,KEGG: hsa04512
Smooth muscle cells,T/NK cells,FN1,ITGA4_ITGB7,5.86887309994516e-4,0,FN1_ITGA4_ITGB7,FN1 - (ITGA4+ITGB7),FN1,ECM-Receptor,KEGG: hsa04512
Endothelial cells,Endothelial cells,VTN,ITGAV_ITGB5,7.987196835730913e-8,0,VTN_ITGAV_ITGB5,VTN - (ITGAV+ITGB5),VTN,ECM-Receptor,KEGG: hsa04512
EnEpi cells,Endothelial cells,VTN,ITGAV_ITGB5,4.4062945095198206e-8,0,VTN_ITGAV_ITGB5,VTN - (ITGAV+ITGB5),VTN,ECM-Receptor,KEGG: hsa04512
EnS cells,Endothelial cells,VTN,ITGAV_ITGB5,5.776520928325383e-8,0,VTN_ITGAV_ITGB5,VTN - (ITGAV+ITGB5),VTN,ECM-Receptor,KEGG: hsa04512
Epithelial cells,Endothelial cells,VTN,ITGAV_ITGB5,5.081584092214882e-8,0,VTN_ITGAV_ITGB5,VTN - (ITGAV+ITGB5),VTN,ECM-Receptor,KEGG: hsa04512
Mesenchymal cells,Endothelial cells,VTN,ITGAV_ITGB5,5.3005534261800303e-8,0,VTN_ITGAV_ITGB5,VTN - (ITGAV+ITGB5),VTN,ECM-Receptor,KEGG: hsa04512
Myeloid cells,Endothelial cells,VTN,ITGAV_ITGB5,4.462573955178371e-8,0,VTN_ITGAV_ITGB5,VTN - (ITGAV+ITGB5),VTN,ECM-Receptor,KEGG: hsa04512
Smooth muscle cells,Endothelial cells,VTN,ITGAV_ITGB5,5.1949899633220996e-8,0,VTN_ITGAV_ITGB5,VTN - (ITGAV+ITGB5),VTN,ECM-Receptor,KEGG: hsa04512
Endothelial cells,EnEpi cells,VTN,ITGAV_ITGB5,3.840857728982337e-8,0.01,VTN_ITGAV_ITGB5,VTN - (ITGAV+ITGB5),VTN,ECM-Receptor,KEGG: hsa04512
Endothelial cells,EnS cells,VTN,ITGAV_ITGB5,1.0067214380001644e-7,0,VTN_ITGAV_ITGB5,VTN - (ITGAV+ITGB5),VTN,ECM-Receptor,KEGG: hsa04512
EnEpi cells,EnS cells,VTN,ITGAV_ITGB5,5.553777223065661e-8,0,VTN_ITGAV_ITGB5,VTN - (ITGAV+ITGB5),VTN,ECM-Receptor,KEGG: hsa04512
EnS cells,EnS cells,VTN,ITGAV_ITGB5,7.280836579694332e-8,0,VTN_ITGAV_ITGB5,VTN - (ITGAV+ITGB5),VTN,ECM-Receptor,KEGG: hsa04512
Epithelial cells,EnS cells,VTN,ITGAV_ITGB5,6.404925017570064e-8,0,VTN_ITGAV_ITGB5,VTN - (ITGAV+ITGB5),VTN,ECM-Receptor,KEGG: hsa04512
Mast cells,EnS cells,VTN,ITGAV_ITGB5,4.0191447843894034e-8,0,VTN_ITGAV_ITGB5,VTN - (ITGAV+ITGB5),VTN,ECM-Receptor,KEGG: hsa04512
Mesenchymal cells,EnS cells,VTN,ITGAV_ITGB5,6.680918117434987e-8,0,VTN_ITGAV_ITGB5,VTN - (ITGAV+ITGB5),VTN,ECM-Receptor,KEGG: hsa04512
Myeloid cells,EnS cells,VTN,ITGAV_ITGB5,5.624712903628433e-8,0,VTN_ITGAV_ITGB5,VTN - (ITGAV+ITGB5),VTN,ECM-Receptor,KEGG: hsa04512
Smooth muscle cells,EnS cells,VTN,ITGAV_ITGB5,6.547863927560761e-8,0,VTN_ITGAV_ITGB5,VTN - (ITGAV+ITGB5),VTN,ECM-Receptor,KEGG: hsa04512
T/NK cells,EnS cells,VTN,ITGAV_ITGB5,4.236052337628899e-8,0,VTN_ITGAV_ITGB5,VTN - (ITGAV+ITGB5),VTN,ECM-Receptor,KEGG: hsa04512
Endothelial cells,Epithelial cells,VTN,ITGAV_ITGB5,8.214495408052882e-8,0,VTN_ITGAV_ITGB5,VTN - (ITGAV+ITGB5),VTN,ECM-Receptor,KEGG: hsa04512
EnEpi cells,Epithelial cells,VTN,ITGAV_ITGB5,4.531688250118338e-8,0,VTN_ITGAV_ITGB5,VTN - (ITGAV+ITGB5),VTN,ECM-Receptor,KEGG: hsa04512
EnS cells,Epithelial cells,VTN,ITGAV_ITGB5,5.940908387011102e-8,0,VTN_ITGAV_ITGB5,VTN - (ITGAV+ITGB5),VTN,ECM-Receptor,KEGG: hsa04512
Epithelial cells,Epithelial cells,VTN,ITGAV_ITGB5,5.22619513255426e-8,0,VTN_ITGAV_ITGB5,VTN - (ITGAV+ITGB5),VTN,ECM-Receptor,KEGG: hsa04512
Mesenchymal cells,Epithelial cells,VTN,ITGAV_ITGB5,5.451395866194449e-8,0,VTN_ITGAV_ITGB5,VTN - (ITGAV+ITGB5),VTN,ECM-Receptor,KEGG: hsa04512
Myeloid cells,Epithelial cells,VTN,ITGAV_ITGB5,4.589569288650628e-8,0,VTN_ITGAV_ITGB5,VTN - (ITGAV+ITGB5),VTN,ECM-Receptor,KEGG: hsa04512
Smooth muscle cells,Epithelial cells,VTN,ITGAV_ITGB5,5.342828292598864e-8,0,VTN_ITGAV_ITGB5,VTN - (ITGAV+ITGB5),VTN,ECM-Receptor,KEGG: hsa04512
Endothelial cells,Mesenchymal cells,VTN,ITGAV_ITGB5,1.0173701884893524e-7,0,VTN_ITGAV_ITGB5,VTN - (ITGAV+ITGB5),VTN,ECM-Receptor,KEGG: hsa04512
EnEpi cells,Mesenchymal cells,VTN,ITGAV_ITGB5,5.612523156534567e-8,0,VTN_ITGAV_ITGB5,VTN - (ITGAV+ITGB5),VTN,ECM-Receptor,KEGG: hsa04512
EnS cells,Mesenchymal cells,VTN,ITGAV_ITGB5,7.357850748009765e-8,0,VTN_ITGAV_ITGB5,VTN - (ITGAV+ITGB5),VTN,ECM-Receptor,KEGG: hsa04512
Epithelial cells,Mesenchymal cells,VTN,ITGAV_ITGB5,6.472674097269624e-8,0,VTN_ITGAV_ITGB5,VTN - (ITGAV+ITGB5),VTN,ECM-Receptor,KEGG: hsa04512
Mast cells,Mesenchymal cells,VTN,ITGAV_ITGB5,4.061657907671837e-8,0,VTN_ITGAV_ITGB5,VTN - (ITGAV+ITGB5),VTN,ECM-Receptor,KEGG: hsa04512
Mesenchymal cells,Mesenchymal cells,VTN,ITGAV_ITGB5,6.751586556409722e-8,0,VTN_ITGAV_ITGB5,VTN - (ITGAV+ITGB5),VTN,ECM-Receptor,KEGG: hsa04512
Myeloid cells,Mesenchymal cells,VTN,ITGAV_ITGB5,5.684209170134958e-8,0,VTN_ITGAV_ITGB5,VTN - (ITGAV+ITGB5),VTN,ECM-Receptor,KEGG: hsa04512
Smooth muscle cells,Mesenchymal cells,VTN,ITGAV_ITGB5,6.617124965470256e-8,0,VTN_ITGAV_ITGB5,VTN - (ITGAV+ITGB5),VTN,ECM-Receptor,KEGG: hsa04512
T/NK cells,Mesenchymal cells,VTN,ITGAV_ITGB5,4.2808598338816276e-8,0,VTN_ITGAV_ITGB5,VTN - (ITGAV+ITGB5),VTN,ECM-Receptor,KEGG: hsa04512
Endothelial cells,Myeloid cells,VTN,ITGAV_ITGB5,6.373036116136355e-8,0,VTN_ITGAV_ITGB5,VTN - (ITGAV+ITGB5),VTN,ECM-Receptor,KEGG: hsa04512
EnS cells,Myeloid cells,VTN,ITGAV_ITGB5,4.609123462774279e-8,0,VTN_ITGAV_ITGB5,VTN - (ITGAV+ITGB5),VTN,ECM-Receptor,KEGG: hsa04512
Epithelial cells,Myeloid cells,VTN,ITGAV_ITGB5,4.054628854497064e-8,0,VTN_ITGAV_ITGB5,VTN - (ITGAV+ITGB5),VTN,ECM-Receptor,KEGG: hsa04512
Mesenchymal cells,Myeloid cells,VTN,ITGAV_ITGB5,4.229345905940901e-8,0,VTN_ITGAV_ITGB5,VTN - (ITGAV+ITGB5),VTN,ECM-Receptor,KEGG: hsa04512
Smooth muscle cells,Myeloid cells,VTN,ITGAV_ITGB5,4.1451161343971775e-8,0,VTN_ITGAV_ITGB5,VTN - (ITGAV+ITGB5),VTN,ECM-Receptor,KEGG: hsa04512
B/Plasma cells,Smooth muscle cells,VTN,ITGAV_ITGB5,4.390660355381442e-8,0,VTN_ITGAV_ITGB5,VTN - (ITGAV+ITGB5),VTN,ECM-Receptor,KEGG: hsa04512
Endothelial cells,Smooth muscle cells,VTN,ITGAV_ITGB5,1.4077998437400755e-7,0,VTN_ITGAV_ITGB5,VTN - (ITGAV+ITGB5),VTN,ECM-Receptor,KEGG: hsa04512
EnEpi cells,Smooth muscle cells,VTN,ITGAV_ITGB5,7.766405434775802e-8,0,VTN_ITGAV_ITGB5,VTN - (ITGAV+ITGB5),VTN,ECM-Receptor,KEGG: hsa04512
EnS cells,Smooth muscle cells,VTN,ITGAV_ITGB5,1.0181526215768634e-7,0,VTN_ITGAV_ITGB5,VTN - (ITGAV+ITGB5),VTN,ECM-Receptor,KEGG: hsa04512
Epithelial cells,Smooth muscle cells,VTN,ITGAV_ITGB5,8.956650996103755e-8,0,VTN_ITGAV_ITGB5,VTN - (ITGAV+ITGB5),VTN,ECM-Receptor,KEGG: hsa04512
Erythrocytes,Smooth muscle cells,VTN,ITGAV_ITGB5,4.377431903278965e-8,0,VTN_ITGAV_ITGB5,VTN - (ITGAV+ITGB5),VTN,ECM-Receptor,KEGG: hsa04512
Mast cells,Smooth muscle cells,VTN,ITGAV_ITGB5,5.620374536781715e-8,0,VTN_ITGAV_ITGB5,VTN - (ITGAV+ITGB5),VTN,ECM-Receptor,KEGG: hsa04512
Mesenchymal cells,Smooth muscle cells,VTN,ITGAV_ITGB5,9.342599902647654e-8,0,VTN_ITGAV_ITGB5,VTN - (ITGAV+ITGB5),VTN,ECM-Receptor,KEGG: hsa04512
Myeloid cells,Smooth muscle cells,VTN,ITGAV_ITGB5,7.865601931244693e-8,0,VTN_ITGAV_ITGB5,VTN - (ITGAV+ITGB5),VTN,ECM-Receptor,KEGG: hsa04512
Smooth muscle cells,Smooth muscle cells,VTN,ITGAV_ITGB5,9.156536848575177e-8,0,VTN_ITGAV_ITGB5,VTN - (ITGAV+ITGB5),VTN,ECM-Receptor,KEGG: hsa04512
T/NK cells,Smooth muscle cells,VTN,ITGAV_ITGB5,5.923698187430934e-8,0,VTN_ITGAV_ITGB5,VTN - (ITGAV+ITGB5),VTN,ECM-Receptor,KEGG: hsa04512
B/Plasma cells,EnEpi cells,VTN,ITGAV_ITGB8,2.8738262719666032e-8,0,VTN_ITGAV_ITGB8,VTN - (ITGAV+ITGB8),VTN,ECM-Receptor,KEGG: hsa04512
Endothelial cells,EnEpi cells,VTN,ITGAV_ITGB8,9.214496190876102e-8,0,VTN_ITGAV_ITGB8,VTN - (ITGAV+ITGB8),VTN,ECM-Receptor,KEGG: hsa04512
EnEpi cells,EnEpi cells,VTN,ITGAV_ITGB8,5.083358408749997e-8,0,VTN_ITGAV_ITGB8,VTN - (ITGAV+ITGB8),VTN,ECM-Receptor,KEGG: hsa04512
EnS cells,EnEpi cells,VTN,ITGAV_ITGB8,6.664131530258958e-8,0,VTN_ITGAV_ITGB8,VTN - (ITGAV+ITGB8),VTN,ECM-Receptor,KEGG: hsa04512
