p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene
0,3.267839246675548,0.81,0.192,0,2,CCL4L2
0,1.7268102574136683,0.437,0.105,0,2,IFNG
0,1.425413550216061,0.453,0.166,0,2,CCL3
0,1.401627377359019,0.454,0.179,0,2,XCL2
0,1.0607235749818915,0.339,0.148,0,2,XCL1
0,1.0145542472464402,0.922,0.578,0,2,CCL5
0,0.9108479682365245,0.806,0.404,0,2,NKG7
0,0.8295040104481528,0.715,0.439,0,2,CD69
0,0.8109619945638323,0.584,0.353,0,2,DUSP2
0,0.77320149239216,0.644,0.362,0,2,NR4A2
0,0.723953004304468,0.502,0.225,0,2,KLRD1
0,0.6684520749534948,0.547,0.326,0,2,GZMK
0,0.658467769982815,0.717,0.413,0,2,CST7
0,0.6332586998884443,0.291,0.1,0,2,CRTAM
0,0.6222904924926373,0.546,0.333,0,2,SLA
0,0.552743516429312,0.258,0.064,0,2,TNFSF9
0,0.5074995677377756,0.987,0.947,0,2,H3F3B
0,0.45041080637429864,0.397,0.195,0,2,CMC1
0,0.4411319307452076,0.381,0.19,0,2,PRF1
0,0.4406397715803736,0.724,0.401,0,2,GZMA
0,0.40607562886292103,0.753,0.564,0,2,HCST
0,0.404881499782114,0.428,0.237,0,2,TAGAP
0,0.402394499087104,0.342,0.152,0,2,GZMH
0,0.3473520509224922,0.485,0.265,0,2,GZMM
0,0.30595154155438387,0.292,0.119,0,2,CCL3L1
9.95855909116895e-266,0.2725238512302167,0.266,0.123,3.022821026533423e-261,2,NFKBID
1.166860465139955e-264,0.323871557813319,0.364,0.191,3.5418882558858195e-260,2,GZMB
6.500438519317749e-254,0.42313010209220037,0.522,0.338,1.9731431081537096e-249,2,CEMIP2
1.7672252391306464e-244,0.36302529171212067,0.439,0.272,5.364235490857164e-240,2,AMD1
1.2417984186524255e-220,0.2616152667403611,0.364,0.205,3.7693549199775723e-216,2,APOBEC3G
2.0613449504525748e-220,0.41473752667919617,0.533,0.365,6.257006462603745e-216,2,PIK3R1
1.7298340967771362e-214,0.44120750564839883,0.89,0.81,5.250738417357319e-210,2,UBB
3.340827492567934e-209,0.4199605231716772,0.886,0.781,1.0140747770940708e-204,2,ZFP36
1.589232972388712e-206,0.4262368265576042,0.617,0.446,4.823957764388697e-202,2,ID2
9.194641928550772e-205,0.3435535409202788,0.533,0.364,2.7909416109923014e-200,2,CLEC2B
1.5697787801971537e-186,0.35041252292856007,0.479,0.325,4.7649065094104406e-182,2,RNF19A
2.3633355565877574e-186,0.5662293285248756,0.777,0.648,7.173668748466479e-182,2,DNAJB1
3.046652203417221e-182,0.3864316861161443,0.698,0.567,9.247808098252633e-178,2,SRSF7
7.559151309121611e-182,0.33616269843326707,0.348,0.209,2.294504788370774e-177,2,NR4A1
1.1231214543089007e-179,0.272567257739611,0.333,0.192,3.409122862409237e-175,2,CD8A
2.6566146851717875e-179,0.2553253052418036,0.279,0.154,8.063888215370444e-175,2,RASGEF1B
2.7909009354516634e-176,0.42946177478299075,0.695,0.562,8.471500699469979e-172,2,DNAJA1
4.924861287762794e-160,0.3118286449544414,0.339,0.21,1.4948923952875186e-155,2,NEU1
3.7429915360519968e-146,0.3049057040017906,0.814,0.736,1.1361476508532231e-141,2,CALM1
2.654609191625535e-138,0.38856659945881145,0.908,0.828,8.057800740260149e-134,2,JUND
7.400047184937065e-133,0.32613686562208866,0.443,0.315,2.2462103225157967e-128,2,TUBA4A
1.1384454935302072e-132,0.40156823769390204,0.834,0.735,3.455637451061591e-128,2,CXCR4
4.583545995958493e-122,0.29233868026821597,0.699,0.589,1.3912895516132409e-117,2,FOSB
9.322994630110164e-122,0.36199957305293307,0.972,0.932,2.829901790023639e-117,2,HSP90AA1
1.30098815208795e-121,0.2818206040495189,0.411,0.289,3.949019436847763e-117,2,BTG2
2.726434704105665e-116,0.33006687345780916,0.739,0.637,8.275819900842335e-112,2,KLF6
5.1479950590438574e-113,0.3516194631513939,0.437,0.319,1.5626224202221724e-108,2,GADD45B
2.7848903109353634e-104,0.26222480605961673,0.575,0.455,8.453256049813202e-100,2,YPEL5
1.0217029719471401e-100,0.2885918418962652,0.483,0.373,3.101277201048349e-96,2,ZFP36L1
1.0256058269778e-94,0.3586595720494148,0.455,0.354,3.113123927208414e-90,2,ZNF331
2.0406478529554462e-91,0.2895076234154297,0.809,0.739,6.194182492860961e-87,2,HSPA8
4.2963514473454456e-91,0.32967232595906637,0.783,0.708,1.3041145183272365e-86,2,FOS
4.820544130207494e-81,0.2573713117708917,0.503,0.406,1.4632279652831825e-76,2,IFITM2
1.3819076204340946e-79,0.2698543520701753,0.567,0.469,4.1946423910656507e-75,2,REL
2.516210635548319e-77,0.304645370542564,0.745,0.667,7.637705763143367e-73,2,JUN
1.2103499290741592e-67,0.3080777710121958,0.316,0.235,3.673896174711703e-63,2,DUSP4
5.543468960523028e-58,0.2610142454000366,0.612,0.522,1.68266456827716e-53,2,HSPA1B
3.3670410263646446e-54,0.2956768334113631,0.305,0.23,1.0220316331427243e-49,2,AREG
2.030445208749231e-45,0.28433814407054503,0.588,0.52,6.163213386637416e-41,2,DUSP1
0,2.462361502323074,0.997,0.314,0,3,HBB
0,2.2858911057505695,0.99,0.275,0,3,HBA2
0,1.7239202538287295,0.9,0.161,0,3,HBA1
5.3934953893540844e-297,0.31934924549235877,0.999,0.993,1.6371415904845388e-292,3,RPL30
1.6998092202061752e-286,0.3250974337714183,0.998,0.991,5.159600907013824e-282,3,RPS3
4.436853827959848e-285,0.553550528347488,0.678,0.472,1.3467626109389323e-280,3,IL7R
6.95343094027573e-247,0.3512020694658249,0.537,0.342,2.110644427611295e-242,3,TRAC
5.4617329810697955e-245,0.29031859899550927,0.997,0.992,1.6578544290739258e-240,3,RPL19
5.343008785182262e-215,0.2621557899637743,0.995,0.984,1.621816886654224e-210,3,RPL7A
6.017523673420724e-208,0.2851541263347901,0.998,0.987,1.8265591358301264e-203,3,RPS29
5.0213158750295685e-203,0.30248480286191826,0.442,0.278,1.5241702207064751e-198,3,KIAA1551
8.949799481809924e-199,0.26970451462722256,0.997,0.993,2.7166221347085844e-194,3,RPL3
2.7614885720185242e-182,0.30046279659398145,0.684,0.493,8.382222411505029e-178,3,IL32
1.683792741834307e-180,0.33592138021221785,0.468,0.306,5.1109844885638554e-176,3,LTB
4.4534268236438296e-178,0.29329757639561127,0.583,0.407,1.351793178048848e-173,3,CD2
1.771425634076774e-152,0.35668140520029956,0.762,0.644,5.37698536967664e-148,3,TXNIP
1.8270250453468496e-152,0.2563787526672985,0.589,0.43,5.5457518226458276e-148,3,ETS1
3.4845732116631772e-134,0.26594975078939553,0.838,0.731,1.0577073526682408e-129,3,PTPRC
7.045041773383979e-82,0.2647115388110808,0.423,0.317,2.138451979892973e-77,3,TRBC1
1.3917871071863033e-73,0.2999333154155659,0.69,0.593,4.2246305851533047e-69,3,CCL5
9.493179630236564e-51,0.25442380347001325,0.414,0.334,2.8815597449620067e-46,3,GZMK
2.735002597122996e-19,0.30919816747194906,0.551,0.526,8.301826883307142e-15,3,HSPA1B
1.4706579008578324e-7,0.25953080445720955,0.801,0.835,0.004464034992263864,3,JUND
2.0412589036174872e-7,0.26117339918285865,0.349,0.334,0.006196037276040521,3,RGCC
0,1.758447429045516,0.977,0.454,0,4,IL7R
0,1.30756981803387,0.927,0.598,0,4,TNFAIP3
0,1.1643385773055686,0.957,0.692,0,4,ZFP36L2
0,1.1583160014954932,0.976,0.711,0,4,TSC22D3
0,1.0847822398344977,0.989,0.726,0,4,CXCR4
0,1.0801679109882365,0.691,0.313,0,4,RGCC
0,1.064921242084846,0.979,0.777,0,4,BTG1
0,1.0264328035019121,0.778,0.374,0,4,KLRB1
0,0.975790598170484,0.872,0.629,0,4,KLF6
0,0.8696442317486106,0.833,0.601,0,4,ANXA1
0,0.8692299297942122,0.759,0.332,0,4,ARL4C
0,0.8488219727314041,0.765,0.284,0,4,RORA
0,0.8423321883520387,0.951,0.826,0,4,JUND
0,0.7003457685959891,1,0.999,0,4,TPT1
0,0.6854058739643392,0.723,0.477,0,4,RGS1
0,0.6733567619939136,0.912,0.583,0,4,SARAF
0,0.6698268953855827,0.81,0.394,0,4,CD2
0,0.6593115316852372,0.841,0.444,0,4,CYTIP
0,0.631723276022826,0.722,0.439,0,4,CD69
0,0.6225485576718237,0.763,0.517,0,4,NFKBIA
0,0.6179680041271717,0.71,0.362,0,4,PPP1R2
0,0.5965794357664859,0.712,0.28,0,4,PIK3IP1
0,0.5886591385670358,0.65,0.295,0,4,LTB
0,0.5823277892834384,0.797,0.37,0,4,GPR183
0,0.5744074882305704,0.824,0.441,0,4,LEPROTL1
0,0.5727576839651838,0.594,0.26,0,4,FAM107B
0,0.5697811094115961,0.793,0.527,0,4,CREM
0,0.5658475782461103,0.662,0.255,0,4,SPOCK2
0,0.5562428279675093,0.76,0.379,0,4,SMAP2
0,0.5471604089182618,1,0.998,0,4,EEF1A1
0,0.5442442184492239,0.456,0.135,0,4,ICOS
0,0.5279207538678783,1,1,0,4,RPLP1
0,0.5243877738668168,1,0.993,0,4,RPL30
0,0.5236386692116128,0.999,0.98,0,4,RPS2
0,0.5188935771271801,0.999,0.991,0,4,RPS3
0,0.5065678236482172,0.895,0.781,0,4,ZFP36
0,0.5042431573045201,0.529,0.214,0,4,GIMAP7
0,0.50233273437239,0.633,0.289,0,4,STK17A
0,0.4991837588577798,0.55,0.214,0,4,PTGER4
0,0.49479680065011644,0.63,0.395,0,4,DDIT4
0,0.47682611045517165,0.744,0.386,0,4,CNOT6L
0,0.4705671605919943,1,0.993,0,4,RPL3
0,0.47014182761432227,0.515,0.237,0,4,CRYBG1
0,0.46393116997286077,0.999,0.989,0,4,RPL9
0,0.4634455334274932,0.702,0.353,0,4,FYN
0,0.46164451267121276,0.999,0.996,0,4,RPS4X
0,0.45859762979748764,0.968,0.847,0,4,EEF1B2
0,0.4576142518552073,0.839,0.526,0,4,STK4
0,0.45586593556405575,1,0.99,0,4,RPL13
0,0.44938731212445493,1,0.994,0,4,RPS3A
0,0.4482954606338496,0.543,0.31,0,4,TRBC1
0,0.44565873386168264,0.339,0.072,0,4,CD40LG
0,0.4447769147949764,0.804,0.457,0,4,CD48
0,0.4419404325564117,0.467,0.158,0,4,ODF2L
0,0.4373194564357714,1,0.995,0,4,RPS27A
0,0.43725399310984875,0.481,0.178,0,4,MGAT4A
0,0.43573243612330126,0.984,0.857,0,4,SRGN
0,0.435085245267143,0.999,0.992,0,4,RPL19
0,0.4326600991115628,1,0.999,0,4,RPL10
0,0.4269112027837183,0.999,0.988,0,4,RPL23A
0,0.4245643619368783,0.265,0.104,0,4,BATF
0,0.42453529290712566,0.312,0.066,0,4,CCR6
0,0.4187674833079127,1,0.987,0,4,RPS29
0,0.4184827459135001,0.727,0.419,0,4,SAMSN1
0,0.41681481290044753,0.579,0.267,0,4,AC058791.1
0,0.4160746491852828,0.656,0.371,0,4,ANKRD12
0,0.41000500429904085,0.465,0.169,0,4,PDE4D
0,0.407964996416049,1,0.996,0,4,RPS14
0,0.4047059186155929,0.672,0.334,0,4,TRAC
0,0.39811908890212455,0.455,0.164,0,4,PLK3
0,0.3970652517953349,0.423,0.177,0,4,GPR171
0,0.395822188855961,1,0.996,0,4,RPL32
0,0.395627796152906,0.997,0.979,0,4,RPL14
0,0.3935635074368975,0.577,0.344,0,4,MYADM
0,0.39146551426533227,0.955,0.785,0,4,RPL36AL
0,0.3913295072892099,0.5,0.233,0,4,TAGAP
0,0.38774305202041237,1,0.997,0,4,RPS12
0,0.38765333812771313,0.483,0.188,0,4,CDKN1B
0,0.3855290630622523,0.999,0.995,0,4,RPL11
0,0.3853359238457703,0.787,0.409,0,4,CD3D
0,0.3850820618394204,0.639,0.329,0,4,PDCD4
0,0.38394749475788204,0.406,0.125,0,4,CDC14A
0,0.38391747189931713,0.748,0.42,0,4,ETS1
0,0.38129597451246555,0.676,0.389,0,4,FAM177A1
0,0.37905275657413273,0.709,0.388,0,4,PPP2R5C
0,0.3758923294714025,0.998,0.986,0,4,RPS16
0,0.37387201568325334,0.656,0.372,0,4,TRBC2
0,0.36969761020239106,0.381,0.116,0,4,SNX9
0,0.368734182124709,0.999,0.993,0,4,RPS23
0,0.36502337106250726,0.981,0.926,0,4,RPSA
0,0.36452305837597865,0.931,0.732,0,4,TOMM7
0,0.3624435181443172,0.288,0.077,0,4,SESN1
0,0.3572324901704493,0.414,0.199,0,4,PHLDA1
0,0.3548833515303418,0.979,0.913,0,4,RPS10
0,0.35134489790458084,0.463,0.211,0,4,NDUFV2
0,0.3494301568788989,0.725,0.381,0,4,CD3E
0,0.34780653390539085,0.988,0.962,0,4,MT-ND1
0,0.34652340867907405,0.688,0.408,0,4,PPP1CB
0,0.3463013639605041,0.372,0.126,0,4,PDE3B
0,0.34599204719127297,0.698,0.388,0,4,ISG20
0,0.3458666554381114,0.38,0.141,0,4,FAM129A
0,0.3449471003621446,0.374,0.134,0,4,SATB1
0,0.34356372250833944,0.591,0.324,0,4,IDS
0,0.34272223926331674,0.472,0.231,0,4,CLEC2D
0,0.34176632435915083,0.495,0.227,0,4,HNRNPUL1
0,0.34118927345261363,0.445,0.174,0,4,ARHGAP15
0,0.3397564635830636,0.378,0.152,0,4,SC5D
0,0.3388688098257406,0.44,0.189,0,4,ARL4A
0,0.3364307918537275,0.957,0.887,0,4,RPLP0
0,0.33540210730173586,0.314,0.081,0,4,AQP3
0,0.33390561697618226,0.999,0.99,0,4,RPL18
0,0.3338624952103988,0.491,0.245,0,4,RHOH
0,0.3336814517708633,0.999,0.99,0,4,RPL37
0,0.33185844746258686,0.715,0.445,0,4,ELF1
0,0.33160644568911835,1,0.999,0,4,RPL41
0,0.32899798643694833,1,0.997,0,4,RPS27
0,0.32891774180218936,0.348,0.107,0,4,TTC39C
0,0.32646448619968804,0.685,0.394,0,4,NOP53
0,0.3254965002160021,0.501,0.233,0,4,FKBP5
0,0.3185031048983853,0.338,0.12,0,4,PMEPA1
0,0.3174918916072217,0.706,0.433,0,4,STK17B
0,0.31739423065774897,0.343,0.105,0,4,RCAN3
0,0.31553247441053056,1,0.996,0,4,RPS19
0,0.3152054810776633,0.444,0.226,0,4,NR3C1
0,0.31467602145973805,0.615,0.342,0,4,RSRC2
0,0.3141949226422147,0.993,0.949,0,4,RPS21
0,0.3109487610891115,0.429,0.183,0,4,NDFIP1
0,0.31007800996382384,0.847,0.558,0,4,SRSF7
0,0.30938454702144436,0.6,0.345,0,4,CCNH
0,0.309362939590728,0.601,0.328,0,4,SF1
0,0.3088909231366045,0.502,0.277,0,4,TGFB1
0,0.30841277553107016,0.997,0.984,0,4,RPL7A
0,0.30691693262278963,0.573,0.308,0,4,ARID4B
0,0.30687175734896255,0.363,0.142,0,4,TRAT1
0,0.3064355852388062,0.742,0.48,0,4,CCNI
0,0.30636847198047124,0.537,0.273,0,4,KIAA1551
0,0.30628310882368115,0.38,0.167,0,4,IER5
0,0.30602531047803083,0.997,0.982,0,4,RPS13
0,0.3058967234524399,0.998,0.987,0,4,RPL35A
0,0.3030961275641192,0.732,0.445,0,4,DDX24
0,0.30262710109114455,0.521,0.286,0,4,GLIPR1
0,0.3024340384461942,0.316,0.114,0,4,NSMCE3
0,0.30197140544151685,0.423,0.18,0,4,PER1
0,0.30173942320721525,0.29,0.081,0,4,AP3M2
0,0.29949408595563226,0.409,0.188,0,4,ANKRD28
0,0.29909353373335446,0.998,0.979,0,4,RPS25
0,0.29855377834244645,0.283,0.064,0,4,TNFRSF25
0,0.29805490979969984,0.406,0.165,0,4,PBXIP1
0,0.2980450793794014,0.998,0.99,0,4,EIF1
0,0.29803279914482117,0.513,0.265,0,4,G3BP2
0,0.29537898914810157,1,0.995,0,4,RPL34
0,0.29445886601305826,0.923,0.772,0,4,NPM1
0,0.29409953919109627,0.465,0.228,0,4,FOXP1
0,0.29339294389811554,0.999,0.99,0,4,RPS9
0,0.29198295277572317,0.992,0.962,0,4,RPL5
0,0.2902298144578679,0.38,0.153,0,4,DNAJB9
0,0.28905846137263547,0.377,0.166,0,4,GSPT1
0,0.2879663987282496,0.303,0.109,0,4,PTGER2
0,0.2867452584843431,0.467,0.233,0,4,SEPT6
0,0.2855688971867024,0.47,0.222,0,4,STAT4
0,0.2845646198680373,0.385,0.189,0,4,TANK
0,0.28365966235505424,0.301,0.102,0,4,RELB
0,0.283035092515991,0.335,0.119,0,4,P2RY10
0,0.2827927257834554,0.315,0.096,0,4,CAMK4
0,0.2826978108726636,0.257,0.065,0,4,FURIN
0,0.2822974955962338,0.366,0.168,0,4,GIMAP4
0,0.28162350245113377,0.984,0.931,0,4,RPL22
0,0.28000126708188555,0.369,0.15,0,4,RBMS1
0,0.27955245658090044,0.999,0.995,0,4,RPS15A
0,0.2794353041000125,0.507,0.275,0,4,IVNS1ABP
0,0.2792273283079966,0.392,0.171,0,4,ITK
0,0.278855176858265,0.999,0.99,0,4,RPS6
0,0.277969870497394,0.382,0.158,0,4,GTF2B
0,0.27743465441328996,0.345,0.131,0,4,AC016831.7
0,0.27714759930800914,0.419,0.209,0,4,TIPARP
0,0.2760306701388155,0.312,0.105,0,4,YIPF5
0,0.27354541202330873,1,0.994,0,4,RPS28
0,0.27204369527259986,0.336,0.135,0,4,PIM1
0,0.27096742957332376,0.999,0.991,0,4,RPLP2
0,0.27091423486190286,0.291,0.086,0,4,NCK2
0,0.2682289966146459,0.475,0.231,0,4,AAK1
0,0.26781150480512267,0.29,0.091,0,4,BICDL1
0,0.2663487524116257,0.99,0.949,0,4,RPL38
0,0.2662886331681029,0.452,0.225,0,4,MRFAP1
0,0.26592557176085707,1,0.997,0,4,RPS18
0,0.26350640648835155,0.317,0.126,0,4,IPCEF1
0,0.2633646751778215,0.413,0.201,0,4,ARID5A
0,0.2622859783631723,0.367,0.159,0,4,UBALD2
0,0.2622552882796465,0.3,0.106,0,4,LPIN2
0,0.2619659704103369,0.353,0.149,0,4,ERN1
0,0.2609782990287043,0.353,0.142,0,4,TCF7
0,0.26019434395694235,0.48,0.239,0,4,TNFAIP8
0,0.2601488411727375,0.408,0.193,0,4,NSD3
0,0.2598041050181792,0.485,0.248,0,4,EPC1
0,0.25890477130487,0.999,0.992,0,4,RPL21
0,0.25829917295813487,0.486,0.26,0,4,IKZF1
0,0.2551540182261574,0.514,0.276,0,4,EML4
0,0.25432946923165217,0.448,0.224,0,4,H2AFV
0,0.2540339337765484,0.439,0.213,0,4,SMDT1
0,0.25367855001272277,0.313,0.115,0,4,DYNLT3
0,0.25367726806709356,0.601,0.349,0,4,CDC42SE2
4.669586775397323e-306,0.26628100086243744,0.994,0.968,1.4174063698041035e-301,4,RPL10A
1.851423956849519e-304,0.2671788413505372,0.276,0.118,5.61981227862103e-300,4,CCR7
3.020888382530249e-293,0.26751186869586735,0.413,0.213,9.169604596332317e-289,4,PRDM1
1.0078459402226266e-290,0.26222332676485927,0.627,0.381,3.059215566951761e-286,4,KMT2E
3.7667063395854883e-283,0.63083179159494,0.835,0.738,1.1433460423177791e-278,4,JUNB
1.0187319254457567e-281,0.28744005947727036,0.539,0.318,3.09225888649805e-277,4,FYB1
2.2334716795087327e-277,0.25821859294086125,0.507,0.288,6.779479935980807e-273,4,SMCHD1
8.008653553310754e-277,0.27282454584028526,0.378,0.194,2.4309466995719463e-272,4,UGP2
9.187281316824049e-270,0.30672014504028744,0.706,0.459,2.7887073709087716e-265,4,EZR
4.0640883259041734e-254,0.25301495990390976,0.615,0.38,1.233613370444953e-249,4,RUNX3
6.11357619585464e-254,0.3534759993584702,0.802,0.581,1.8557149184897175e-249,4,MCL1
5.34242082512366e-253,0.2866922984598962,0.565,0.344,1.6216384172580357e-248,4,AHNAK
8.736879418142265e-253,0.2715557461852387,0.828,0.579,2.651992378582903e-248,4,ARHGDIB
3.3933402084573374e-251,0.2674533823604064,0.808,0.561,1.0300144868751402e-246,4,CD44
8.253251249940417e-229,0.2517926060861627,0.604,0.385,2.5051918844069143e-224,4,GNAS
3.232459335255479e-228,0.2568628471258467,0.878,0.704,9.81180706623448e-224,4,HNRNPA1
3.374478968571094e-211,0.27341551106098927,0.864,0.653,1.0242893461200699e-206,4,S100A4
3.399832354810528e-211,0.3673136009983569,0.29,0.151,1.0319851129791876e-206,4,CEBPD
1.4499651622349031e-208,0.4309030512409321,0.513,0.335,4.401224253447825e-204,4,LMNA
1.3701247369871244e-194,0.47017987738685596,0.742,0.668,4.1588766266507174e-190,4,JUN
1.4195384186020542e-181,0.578412007540924,0.922,0.893,4.3088669158246755e-177,4,VIM
1.2300349169925475e-176,0.5301579772918534,0.76,0.645,3.7336479870391786e-172,4,TXNIP
9.87481781574873e-110,0.37724621074144027,0.636,0.517,2.9974021997923696e-105,4,DUSP1
5.40013879996189e-90,0.4560847791753447,0.262,0.172,1.639158131340432e-85,4,KLF2
3.578826442247229e-46,0.38023809271637754,0.708,0.713,1.086316978279724e-41,4,FOS
