BEME008_C3,BEME008_C4,BEME008_C5,BEME008_C6,BEME008_C7,BEME013_C1,BEME207_B7,BEME209_B3,BEME228_A4,C12,D12,E12,F12,FT_SA24029,FT_SA24030,FT_SA24031,S19225_BC,S19225_D,S19225_GI,S19259_BC,S19259_H,S19259_I,S19286_AE,S19286_B,S19286_CF,S19286_H,S19286_I
0.33003300330033003,14.102564102564102,1.36986301369863,1.2618296529968454,1.9464720194647203,17.480719794344473,10.461997019374069,17.610837438423648,0.6535947712418301,1.1494252873563218,1.76,2.0840450973693203,1.1510791366906474,3.571428571428571,0.42075736325385693,6.203995793901157,3.848895224518888,4.6291808046534175,17.68235294117647,3.578463558765594,2.0249221183800623,10.914179104477611,1.9157088122605364,2.677702044790652,1.7757009345794394,1.7052593789265842,3.3351168182628856
0,0,0,0,0,0,0.029806259314456036,0,0,0,0,0.0341646737273659,0,0.2506265664160401,0.5610098176718092,0.1752541184717841,0.14255167498218105,0.19389238972370335,0.32941176470588235,0.29546946815495734,0.1557632398753894,0,0.06385696040868455,0,0.03115264797507788,0,0.05350454788657035
5.2805280528052805,0,5.47945205479452,5.678233438485805,11.070559610705596,0.6855184233076265,3.5767511177347244,0,0.5446623093681917,0.8045977011494253,0.64,1.1957635804578066,0.5755395683453237,1.2531328320802004,1.1220196353436185,1.1041009463722398,2.851033499643621,3.829374697043141,1.223529411764706,1.149047931713723,0.46728971962616817,0.6529850746268656,1.0217113665389528,1.3145082765335931,1.3084112149532712,0.14360078980434393,0.2318530408418049
0,0,0,0,0,0,0.029806259314456036,0,0.07262164124909223,0.05747126436781609,0.16,0,0.14388489208633093,0.37593984962406013,0.1402524544179523,0.33298282509638977,2.851033499643621,4.411051866214251,2.776470588235294,2.298095863427446,0,0,0.031928480204342274,0,0.1557632398753894,0,0.017834849295523453
0,0,0,0,0,0,0,0.12315270935960591,0,0,0,0.0341646737273659,0,0,0,0.01752541184717841,0,0,0.011764705882352941,0.032829940906106365,0,0,0,0,0,0.1795009872554299,0
0,0,0,0.31545741324921134,0,0.42844901456726653,0.23845007451564829,1.8472906403940887,0.36310820624546114,0.28735632183908044,0.32,0.4441407584557568,0.5755395683453237,0.5639097744360901,0.5610098176718092,1.2968804766912023,0.14255167498218105,0.5089675230247213,1.411764705882353,1.4773473407747866,0.46728971962616817,13.526119402985074,0.6704980842911877,0.8763388510223954,0.5295950155763239,2.405313229222761,1.301943998573212
0.6600660066006601,0,0,0,0,0,0.11922503725782414,0,0,3.218390804597701,1.44,0.30748206354629315,0.4316546762589928,2.2556390977443606,3.506311360448808,1.840168243953733,0.2851033499643621,1.0179350460494425,1.3411764705882352,3.0531845042678927,1.8691588785046727,5.317164179104478,3.7356321839080464,2.385589094449854,2.6168224299065423,1.902710464907557,4.137685036561441
0,0,0,0.31545741324921134,0,0.08568980291345331,0.5365126676602087,0.12315270935960591,0,1.3793103448275863,4.32,2.801503245644004,2.5899280575539567,2.380952380952381,3.9270687237026647,2.1030494216614093,1.2829650748396295,1.2603005332040718,0.27058823529411763,0.8535784635587657,3.115264797507788,0.6529850746268656,2.80970625798212,5.8422590068159685,4.641744548286604,2.3694130317716744,0.6242197253433208
0.33003300330033003,0,0,0,0.12165450121654502,0.5141388174807198,0.6855439642324889,0.12315270935960591,0,0.9195402298850575,0.48,1.1957635804578066,1.0071942446043165,0.06265664160401002,0,0.15772870662460567,0.7840342124019958,0.7513330101793505,1.4705882352941175,0.36112934996717005,0.3115264797507788,0.3731343283582089,0.2234993614303959,0.4381694255111977,0.12461059190031153,0.08975049362771495,0.26752273943285176
0,0,0,0,0,0.2570694087403599,0.11922503725782414,0,0,0,0.16,0.717458148274684,0.14388489208633093,0.37593984962406013,0.42075736325385693,0.43813529617946023,0.07127583749109052,0.24236548715462916,0.6470588235294118,0.29546946815495734,0.6230529595015576,0,2.7777777777777777,2.385589094449854,3.7694704049844234,1.56165858912224,0.5350454788657035
0.33003300330033003,0,0,0,0.36496350364963503,0,0.20864381520119224,0,0.03631082062454612,0.5747126436781609,0.96,2.6990092244619066,0.28776978417266186,0,0,0.1927795303189625,0,0.07270964614638875,0.5764705882352941,1.7399868680236377,0.1557632398753894,0.7462686567164178,0.5747126436781609,0,0.1557632398753894,0.14360078980434393,2.443374353486713
