BEME008_C3,BEME008_C4,BEME008_C5,BEME008_C6,BEME008_C7,BEME013_C1,BEME207_B7,BEME209_B3,BEME228_A4,C12,D12,E12,F12,FT_SA24029,FT_SA24030,FT_SA24031,S19225_BC,S19225_D,S19225_GI,S19259_BC,S19259_H,S19259_I,S19286_AE,S19286_B,S19286_CF,S19286_H,S19286_I
0,0,0,0.31545741324921134,0,0.2570694087403599,0.08941877794336811,0.6157635467980296,0,10.574712643678161,8.959999999999999,5.466347796378545,7.76978417266187,0.6265664160401002,3.0855539971949506,6.274097441289871,13.043478260869565,9.112942317014056,8.83529411764706,10.439921208141826,7.78816199376947,6.7164179104477615,8.173690932311622,8.179162609542356,3.6448598130841123,7.072338897863937,6.135188157660068
10.561056105610561,1.282051282051282,1.36986301369863,12.618296529968454,8.75912408759124,4.284490145672665,9.180327868852459,1.600985221674877,33.87799564270153,4.42528735632184,2.88,2.6306798770071746,2.014388489208633,1.2531328320802004,3.6465638148667603,2.874167542937259,10.406272273699216,10.033931168201649,4.929411764705883,1.8384766907419567,3.2710280373831773,1.3992537313432836,4.182630906768837,5.258033106134373,5.327102803738318,3.5900197451085982,2.247191011235955
0,0,0,0,0,0,0,0,0,0.3448275862068966,0.48,0.30748206354629315,5.0359712230215825,21.804511278195488,25.105189340813467,24.307746232036454,11.261582323592302,10.47018904507998,4.247058823529412,15.56139198949442,7.320872274143301,4.197761194029851,10.983397190293742,9.639727361246349,7.071651090342678,21.145216298689643,14.588906723738186
0,0,0,2.8391167192429023,0.12165450121654502,5.055698371893745,2.8017883755588677,0.12315270935960591,0.03631082062454612,0.45977011494252873,1.28,1.8790570550051247,0.8633093525179856,2.568922305764411,8.274894810659186,2.015422362425517,0.5702066999287242,6.349975763451285,15.435294117647057,2.2652659225213396,0.778816199376947,0.2798507462686567,23.786717752234992,18.500486854917234,29.719626168224302,15.993537964458804,9.577314071696094
2.6402640264026402,37.17948717948718,16.43835616438356,5.3627760252365935,8.02919708029197,1.8851756640959727,1.639344262295082,32.26600985221675,4.320987654320987,5.2298850574712645,5.6000000000000005,12.948411342671678,6.330935251798561,13.659147869674184,6.03085553997195,10.655450403084473,3.0648610121168924,2.956858943286476,3.3882352941176466,8.699934340118187,28.037383177570092,6.343283582089552,11.590038314176246,10.126582278481013,10.74766355140187,13.749775623765931,7.223113964686998
0.6600660066006601,3.8461538461538463,0,0.9463722397476341,0.6082725060827251,1.1996572407883461,1.2816691505216096,1.9704433497536946,5.846042120551925,6.954022988505747,10.08,7.9262043047488895,5.899280575539569,3.007518796992481,4.3478260869565215,2.8916929547844377,10.121168923734853,7.5860397479398936,3.294117647058824,9.258043335521995,5.29595015576324,4.57089552238806,4.406130268199234,6.426484907497566,5.73208722741433,3.2489678693232813,2.0331728196896734
0,0,0,0,0,0,0,0,0,52.643678160919535,28.96,31.875640587632386,14.532374100719425,0.12531328320802004,0.42075736325385693,0.26288117770767616,0.6414825374198148,1.0421715947649055,2.823529411764706,4.727511490479317,1.2461059190031152,4.384328358208956,1.3729246487867177,2.239532619279455,1.7133956386292832,2.8002154011847065,2.514713750668807
0,0,0,0,0,0,0,0,0,0.05747126436781609,0.64,0.10249402118209772,0.28776978417266186,0.18796992481203006,3.225806451612903,1.3494567122327374,19.45830363506771,11.512360639844886,22.929411764705883,15.594221930400526,7.009345794392523,27.705223880597014,3.4802043422733075,4.625121713729309,1.4641744548286604,0.7180039490217196,2.0688425182807206
0,0,0,0,0,0.2570694087403599,0,0.3694581280788177,0,5.804597701149426,11.04,5.056371711650154,25.611510791366904,32.393483709273184,18.2328190743338,20.977917981072554,10.263720598717036,11.803199224430442,3.635294117647059,4.858831254103743,8.09968847352025,3.171641791044776,5.874840357598978,5.452775073028238,5.015576323987539,12.529168910429005,16.853932584269664
76.56765676567657,25.64102564102564,68.4931506849315,65.29968454258676,65.69343065693431,63.58183376178235,62.17585692995529,0,0.10893246187363835,0,0,0.0683293474547318,0.14388489208633093,0,0,0,0.07127583749109052,0,0.047058823529411764,0.032829940906106365,0,0,0.1277139208173691,0,0,0.03590019745108598,0.017834849295523453
0.9900990099009901,0,5.47945205479452,3.1545741324921135,0.9732360097323601,3.6846615252784916,3.30849478390462,0.12315270935960591,0,0.8045977011494253,4.8,2.3231978134608813,21.43884892086331,13.032581453634084,12.0617110799439,10.585348755695758,6.628652886671419,7.8768783325254486,1.035294117647059,5.1543007222587,7.632398753894081,2.0522388059701493,9.897828863346104,8.471275559883155,10.74766355140187,6.78513731825525,22.026038879971463
1.65016501650165,17.94871794871795,1.36986301369863,1.8927444794952681,2.3114355231143553,0.08568980291345331,2.4143070044709387,13.177339901477833,0.9803921568627451,3.9080459770114944,14.08,17.389818927229246,2.7338129496402876,0.2506265664160401,4.908835904628331,3.9256922537679637,2.209550962223806,4.314105671352399,1.352941176470588,6.369008535784635,14.330218068535824,6.996268656716417,2.075351213282248,4.917234664070107,3.3333333333333335,1.3462574044157243,1.5159621901194935
0,0,0,0,0,0.2570694087403599,1.1028315946348735,29.926108374384235,53.15904139433552,0.40229885057471265,0.96,0.5124701059104886,0.4316546762589928,0,0,0.01752541184717841,0,0.024236548715462918,0.3058823529411765,0.06565988181221273,0,0,0.2234993614303959,0.24342745861733206,0.3738317757009346,0.48465266558966075,0.24968789013732834
