p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene
6.068689010721189e-274,0.3595839021246925,0.796,0.619,1.8420898623143098e-269,0,TSC22D3
7.185971481237579e-274,0.29484152193494095,0.483,0.312,2.1812297834148547e-269,0,CD53
3.1835917971181137e-271,0.3795534694471512,0.789,0.689,9.663474540972322e-267,0,CFL1
2.3930694525193008e-268,0.2699689160921643,0.323,0.176,7.263923016177086e-264,0,SLC7A5
1.057438439601463e-267,0.32315497682027405,0.426,0.264,3.209748639566281e-263,0,SYAP1
2.190530027495113e-261,0.5111711438399071,0.679,0.548,6.649134845458667e-257,0,PFN1
2.1018743516295404e-256,0.2748880373906375,0.456,0.291,6.380029406936307e-252,0,MSN
1.3907841886918363e-255,0.28200963142330115,0.998,0.987,4.2215863263552e-251,0,PTMA
6.695677117642181e-248,0.29758846942310946,0.411,0.25,2.0324058322891076e-243,0,TUBA4A
5.45177080620315e-246,0.2525396878246622,0.42,0.259,1.654830510514904e-241,0,WIPF1
6.096451765635117e-245,0.2753890549815371,0.452,0.291,1.8505169689408835e-240,0,HLA-F
1.5468749960935545e-242,0.2626677360100248,0.54,0.355,4.6953843631423755e-238,0,ETS1
8.884517356825932e-238,0.3504560684314918,0.547,0.382,2.696806398490943e-233,0,YPEL5
2.3020936000482657e-237,0.34195925395338767,0.555,0.406,6.9877749135865055e-233,0,SRSF2
6.709353752037265e-234,0.2801118195428414,0.347,0.206,2.0365572378933914e-229,0,RALGAPA1
4.788031158437398e-228,0.2707415819279831,0.408,0.257,1.453358977832088e-223,0,GABARAPL1
8.231745709709885e-227,0.3426623496913648,0.594,0.424,2.4986640927253385e-222,0,ID2
8.613653405556758e-220,0.2640333376130327,0.491,0.324,2.6145883547226983e-215,0,CNOT6L
2.577681366005693e-219,0.3471746110184527,0.455,0.297,7.824294018373681e-215,0,DUSP2
2.7641041391204315e-219,0.3892370124558262,0.675,0.556,8.390161703886158e-215,0,MYL12A
1.5220443050140688e-215,0.26926978657247586,0.317,0.187,4.620013283439705e-211,0,CLDND1
6.324370713527905e-213,0.2533953427486977,0.385,0.239,1.9196994863842605e-208,0,ITGB2
7.436893942344198e-209,0.2740875137034532,0.501,0.354,2.257394787259158e-204,0,RAP1B
3.492335179658899e-208,0.25617478686823014,0.367,0.227,1.0600634204336621e-203,0,RARRES3
1.4679164679406116e-207,0.3242035817471902,0.843,0.723,4.4557136467869325e-203,0,BTG1
2.4661071752930757e-205,0.2536378673737325,0.528,0.363,7.485621719884602e-201,0,CYTIP
6.406176969584903e-203,0.2787638014852687,0.668,0.515,1.9445309573478013e-198,0,CYBA
5.557056608863984e-201,0.26858022865773645,0.419,0.278,1.6867889630545737e-196,0,JAK1
1.6032297470913524e-195,0.2644961807977448,0.299,0.178,4.8664435743210915e-191,0,CNOT2
2.181029668541891e-191,0.40630982870827337,0.55,0.411,6.620297455892056e-187,0,IL32
4.205822853132959e-189,0.325189331426346,0.58,0.446,1.2766354688399785e-184,0,NCL
5.424624503610433e-188,0.28421412010806124,0.784,0.661,1.6465905218259108e-183,0,ZFP36L2
5.237983977350723e-187,0.2548851302950325,0.379,0.244,1.5899376564850384e-182,0,STK17A
1.0251740931765259e-186,0.2764254267442654,0.635,0.505,3.1118134424280265e-182,0,SUB1
2.7482122011643685e-183,0.2528580847378796,0.414,0.278,8.341923315414324e-179,0,PGK1
1.844578550619253e-164,0.3235862880253524,0.724,0.613,5.59903373254968e-160,0,SH3BGRL3
1.2676266064513421e-160,0.2738741173192081,0.678,0.567,3.847753801222404e-156,0,RBM39
2.4649246675004055e-158,0.4413813882169535,0.569,0.465,7.482032335730731e-154,0,CD52
1.4130881117886553e-138,0.29242274512290867,0.399,0.281,4.2892876545232844e-134,0,ATP1B3
5.966929525047594e-128,0.2590721194718105,0.377,0.265,1.8112017880329465e-123,0,HMGB2
3.806933922684212e-126,0.25282771058847975,0.528,0.416,1.1555567228915656e-121,0,DNAJB6
1.5098896755457963e-74,0.34416422507371447,0.966,0.95,4.58311912115171e-70,0,ACTB
0,3.9020419418739833,0.991,0.356,0,1,CCL4
0,3.3177374759199623,0.79,0.149,0,1,CCL4L2
0,1.7627095255331717,0.437,0.08,0,1,IFNG
0,1.3883908668041198,0.429,0.141,0,1,XCL2
0,1.35618101673393,0.403,0.133,0,1,CCL3
0,1.2646384400988837,0.921,0.456,0,1,CCL5
0,1.0524020657565163,0.314,0.118,0,1,XCL1
0,1.011217056092462,0.774,0.322,0,1,NKG7
0,1.0031960602663854,0.698,0.346,0,1,CD69
0,0.8948141631756867,0.57,0.291,0,1,DUSP2
0,0.8821072428683445,0.559,0.254,0,1,GZMK
0,0.8640091818754835,0.623,0.308,0,1,NR4A2
0,0.7629867079961151,0.691,0.325,0,1,CST7
0,0.7250006114681928,0.45,0.18,0,1,KLRD1
0,0.6745289923916742,0.515,0.263,0,1,SLA
0,0.6523564529331165,0.284,0.077,0,1,CRTAM
0,0.6498905941189035,0.837,0.583,0,1,CXCR4
0,0.5856603098640176,0.698,0.317,0,1,GZMA
0,0.5637414706319092,0.252,0.053,0,1,TNFSF9
0,0.5623325447154401,0.728,0.445,0,1,HCST
0,0.5382887596722532,0.697,0.512,0,1,SRSF7
0,0.5319218131055599,0.987,0.951,0,1,H3F3B
0,0.519139598706461,0.251,0.092,0,1,TNF
0,0.501376994874444,0.503,0.279,0,1,CEMIP2
0,0.49502664717152056,0.886,0.809,0,1,UBB
0,0.4937368965738806,0.378,0.166,0,1,CMC1
0,0.46992881931254527,0.409,0.186,0,1,TAGAP
0,0.4480287907678435,0.804,0.677,0,1,CALM1
0,0.43837138725579794,0.468,0.284,0,1,RNF19A
0,0.4370359398387563,0.322,0.12,0,1,GZMH
0,0.4368138547308998,0.341,0.151,0,1,PRF1
0,0.4358573969842263,0.822,0.578,0,1,PTPRC
0,0.43186737278148457,0.433,0.249,0,1,TUBA4A
0,0.4160036081339883,0.463,0.209,0,1,GZMM
0,0.41134086430214634,1,0.995,0,1,B2M
0,0.3975447993696033,0.619,0.407,0,1,IL32
0,0.38773568193692876,0.427,0.255,0,1,AMD1
0,0.3705282571224647,0.338,0.15,0,1,CD8A
0,0.3592479583221415,0.924,0.699,0,1,SRGN
0,0.3529560262962044,0.322,0.155,0,1,GZMB
0,0.3501385945352897,0.979,0.879,0,1,HLA-B
0,0.34348383592399145,0.271,0.094,0,1,CCL3L1
0,0.33038429795010393,0.499,0.305,0,1,RUNX3
0,0.29314640841003115,0.267,0.124,0,1,RASGEF1B
0,0.2905482142856707,0.268,0.106,0,1,SH2D1A
0,0.29053910337499733,0.467,0.23,0,1,CTSW
0,0.2896016871556363,0.336,0.166,0,1,APOBEC3G
0,0.2875487822123226,1,0.993,0,1,MALAT1
0,0.26625890813508235,0.251,0.099,0,1,PYHIN1
9.62681219722818e-308,0.31809589049353537,0.965,0.881,2.922122574346642e-303,1,HLA-A
2.5817137025356032e-289,0.47037473981786615,0.601,0.424,7.83653377267657e-285,1,ID2
1.2515254940587245e-288,0.33417548881068004,0.917,0.814,3.7988804846658524e-284,1,HLA-C
1.2169907276936498e-282,0.4279615684595691,0.514,0.345,3.6940536548413047e-278,1,PIK3R1
5.539476143730154e-276,0.3829022805194109,0.558,0.381,1.681452588667851e-271,1,YPEL5
1.707121421471239e-259,0.30905375599375395,0.543,0.362,5.181796362733799e-255,1,CYTIP
1.7699702231620534e-253,0.5258448370876647,0.976,0.937,5.372567615386097e-249,1,HSP90AA1
4.4468219226514033e-250,0.35979122790548346,0.504,0.341,1.349788326401607e-245,1,CLEC2B
5.542880211558864e-244,0.33103243694956497,0.774,0.653,1.6824858594165775e-239,1,HLA-E
4.7268227804821715e-231,0.25018565306509544,1,0.995,1.4347797867875583e-226,1,TMSB4X
9.97465465746546e-228,0.3988179610085094,0.713,0.558,3.0277066747270655e-223,1,TNFAIP3
2.1986692581268626e-222,0.5679355642454258,0.798,0.683,6.673840666118278e-218,1,DNAJB1
1.0914239333842913e-220,0.26427775629080497,0.445,0.292,3.3129082073946774e-216,1,HLA-F
2.4883955102431346e-217,0.25238982867395066,0.353,0.211,7.553275731792012e-213,1,GNG2
2.0932370611684477e-215,0.2596001567109074,0.332,0.196,6.353811775470706e-211,1,CD247
1.4697814035183202e-210,0.2654000389402035,0.523,0.357,4.4613744722395093e-206,1,ETS1
1.5133004328177994e-210,0.27953700987395436,0.512,0.355,4.593472133775148e-206,1,STK17B
3.110899144627421e-208,0.33804200895987835,0.779,0.621,9.442823263602073e-204,1,TSC22D3
7.7480619165762e-207,0.2820203669882896,0.597,0.434,2.35184671415754e-202,1,STK4
1.4624799546540588e-201,0.43086577910395596,0.437,0.299,4.43921165435693e-197,1,ZNF331
3.1150986527865017e-201,0.2654401336387223,0.33,0.2,9.455570450668147e-197,1,RHOH
8.93519910789332e-198,0.3333612290533342,0.337,0.209,2.712190337209938e-193,1,NEU1
1.514746086143487e-194,0.27462617207482265,0.492,0.336,4.597860269879941e-190,1,CD3D
4.184009924853857e-194,0.39045972250365435,0.312,0.187,1.2700143725901399e-189,1,DUSP4
8.863565368546913e-192,0.2882312017450084,0.523,0.376,2.69044663196873e-187,1,ELF1
1.0411345610703977e-191,0.2977824047446016,0.84,0.724,3.1602598466730854e-187,1,BTG1
2.493530658429372e-180,0.25317513325200114,0.527,0.377,7.568862960596515e-176,1,LCP1
2.98246705721729e-178,0.4282594948034957,0.687,0.583,9.052980505477361e-174,1,DNAJA1
1.0976494834758194e-173,0.35501459092119836,0.544,0.41,3.331805242142502e-169,1,REL
7.276672005307535e-172,0.2680842180254459,0.257,0.149,2.208761020491049e-167,1,NR4A3
1.606276392053748e-168,0.3735969254243363,0.741,0.634,4.875691360439946e-164,1,KLF6
1.6579194692888183e-166,0.2794109343563347,0.457,0.32,5.03244875707928e-162,1,ISG20
1.848361269632296e-159,0.2672199948668563,0.546,0.386,5.610515797841872e-155,1,RGS1
3.647843754557545e-158,0.38874976583403287,0.915,0.844,1.1072664932583972e-153,1,JUND
1.2616847283548556e-149,0.3372319853354142,0.808,0.736,3.829717824448329e-145,1,HSPA8
2.2924626002535253e-144,0.28358731775281054,0.617,0.506,6.958540976809551e-140,1,DDX3X
4.6116439808380143e-144,0.2586863871292864,0.769,0.662,1.3998184139435708e-139,1,ZFP36L2
5.899690007552822e-139,0.28232939398532775,0.887,0.806,1.7907919048925836e-134,1,ZFP36
6.101088750580567e-133,0.25332526666070787,0.462,0.335,1.8519244793512253e-128,1,FAM177A1
3.035864227407677e-121,0.260984611386067,0.526,0.417,9.215062275873262e-117,1,DNAJB6
1.0515059110269058e-120,0.2519366353017243,0.653,0.568,3.1917410423310696e-116,1,RBM39
2.8023907263728488e-117,0.2775082707435199,0.571,0.444,8.506376810832145e-113,1,CREM
1.352457104768294e-116,0.251955224517431,0.646,0.558,4.10524829581368e-112,1,MYL12A
3.2331946790098477e-108,0.27585691126500667,0.735,0.636,9.814039128666492e-104,1,TXNIP
3.97903170103394e-100,0.33272531235908953,0.275,0.186,1.207795282531842e-95,1,AREG
7.880363022326441e-72,0.2532767492532265,0.368,0.282,2.392005391796968e-67,1,RGCC
7.888473358366707e-67,0.30611047544699943,0.646,0.572,2.39446720319863e-62,1,HSPA1B
0,1.7524358995751195,0.973,0.717,0,2,HSPA1A
0,1.7370419400723685,0.958,0.553,0,2,HSPA1B
0,1.3644104703045885,0.993,0.936,0,2,HSP90AA1
0,1.2732082627514454,0.94,0.675,0,2,DNAJB1
0,0.9800511671989607,0.8,0.521,0,2,HSPE1
0,0.8938349643267354,0.779,0.451,0,2,HSPH1
0,0.8375272940554463,0.646,0.432,0,2,HSPD1
0,0.709031882016571,0.48,0.239,0,2,LTB
0,0.6367010973721305,0.698,0.403,0,2,IL32
0,0.566155190762772,0.696,0.469,0,2,CCL5
0,0.559684609869225,0.831,0.735,0,2,HSPA8
0,0.5439310314489383,0.827,0.631,0,2,TXNIP
0,0.5324059366128924,0.515,0.268,0,2,CACYBP
0,0.5247824272301851,0.554,0.267,0,2,TRAC
0,0.5223378879705283,0.676,0.372,0,2,IL7R
0,0.5027510148181555,0.88,0.809,0,2,UBB
0,0.4984020076752125,0.703,0.457,0,2,CD52
0,0.48099306939817055,1,0.993,0,2,MALAT1
0,0.4726454393020232,0.998,0.99,0,2,RPS3
0,0.46364642634315345,0.998,0.981,0,2,RPS29
0,0.4069457381477475,0.606,0.329,0,2,CD3D
0,0.405501006404025,0.6,0.368,0,2,CD48
0,0.40372557782754226,0.569,0.305,0,2,CD3E
0,0.40328547350887334,1,0.997,0,2,RPS27
0,0.39615250491743315,0.436,0.248,0,2,CHORDC1
0,0.3939576440837096,0.718,0.554,0,2,MYL12A
0,0.37428945725420393,0.997,0.991,0,2,RPL19
0,0.36332769821304867,0.998,0.993,0,2,RPL30
0,0.35654941861178013,0.997,0.987,0,2,RPL23A
0,0.3528332910788936,0.43,0.227,0,2,KIAA1551
0,0.35039303336307803,0.998,0.995,0,2,RPS14
0,0.3489976347276872,0.506,0.299,0,2,TRBC2
0,0.3412071505674934,1,0.995,0,2,B2M
0,0.3357583067537101,0.43,0.224,0,2,RARRES3
0,0.3219577451545902,0.435,0.214,0,2,CD3G
0,0.3194150737156113,0.553,0.321,0,2,CD2
0,0.31552044975327315,0.467,0.254,0,2,ACAP1
0,0.31325908844748396,0.997,0.992,0,2,RPL3
0,0.3119738998244461,0.992,0.978,0,2,RPS25
0,0.309661476220775,0.998,0.994,0,2,RPS15A
0,0.30164832710507206,0.999,0.993,0,2,RPS27A
0,0.29662271577301924,0.999,0.994,0,2,RPS19
0,0.29658643632697407,0.304,0.148,0,2,TECR
0,0.2907424720198666,0.999,0.996,0,2,RPL28
0,0.288595094971027,0.996,0.989,0,2,RPLP2
0,0.2723763842499043,0.277,0.129,0,2,DEDD2
0,0.25878159441056575,0.328,0.156,0,2,LCK
7.422734881489945e-306,0.3142765092755352,0.405,0.234,2.253096945927458e-301,2,TCP1
3.2541964887775824e-300,0.25035303270116355,0.355,0.19,9.877788022035474e-296,2,SEPT6
1.8731076283269041e-293,0.31773239598496317,0.549,0.353,5.685630895023485e-289,2,CORO1A
5.752535631069473e-287,0.334661429679862,0.919,0.814,1.7461246654548277e-282,2,HLA-C
6.829035777170279e-279,0.2663813531123891,1,0.999,2.0728855198022667e-274,2,RPL10
8.246715424335387e-278,0.40622748497618877,0.421,0.249,2.5032079999027634e-273,2,TRBC1
9.492628595282405e-278,0.3390670752169487,0.65,0.45,2.8813924838120213e-273,2,HCST
5.1830021782928295e-270,0.2902080804789183,0.325,0.176,1.5732484811990055e-265,2,NABP1
9.287996764089557e-264,0.47530193954733657,0.43,0.262,2.819278537771744e-259,2,GZMK
1.791264682943519e-262,0.4058090788723354,0.76,0.613,5.437204818606757e-258,2,S100A4
2.4746553669824654e-259,0.6712822935019354,0.884,0.87,7.511568900938575e-255,2,HSP90AB1
6.34252728835003e-257,0.2777635472332607,1,0.999,1.9252107331057681e-252,2,EEF1A1
5.39226365548497e-250,0.2860692117650541,0.337,0.193,1.6367677099859077e-245,2,AHSA1
1.9306323752666895e-249,0.27017347379055634,1,0.997,5.8602415118845096e-245,2,RPS12
8.344370289085794e-245,0.2985706289312102,0.816,0.72,2.532850157549102e-240,2,TOMM7
8.615734611864442e-244,0.25855565455203156,0.998,0.995,2.6152200840853327e-239,2,RPS4X
5.7543232721271865e-238,0.25082217196071477,0.303,0.165,1.7466672860214862e-233,2,DOK2
1.4289131315794606e-226,0.590797895563691,0.966,0.956,4.337322919596295e-222,2,UBC
3.4282949972655616e-226,0.4344106378331045,0.476,0.31,1.0406246634699886e-221,2,KLRB1
8.436122466426331e-226,0.2538218130284656,0.498,0.33,2.5607006134590486e-221,2,GMFG
4.307065303655575e-215,0.26750866962008873,0.281,0.156,1.3073666022716132e-210,2,MRPL18
2.7041645224241048e-205,0.2708339544751574,0.391,0.25,8.208220991366127e-201,2,TAF7
1.2924255807933406e-204,0.26130106905959016,0.61,0.433,3.923028607940106e-200,2,STK4
8.647941282468898e-202,0.5370293938720612,0.511,0.357,2.6249960968806093e-197,2,CD69
6.316905305946264e-192,0.26400657762264457,0.955,0.923,1.917433436566929e-187,2,RPSA
6.591186091358616e-155,0.5621627712026844,0.639,0.586,2.0006886261709945e-150,2,DNAJA1
3.0263528926596443e-119,0.27540493869099825,0.371,0.262,9.186191570379085e-115,2,RGS2
3.147730023884749e-109,0.256969771438483,0.307,0.211,9.554619714499767e-105,2,NEU1
5.638466536085402e-108,0.45812543738911327,0.773,0.724,1.7115001323633628e-103,2,JUN
0,2.0641815710415425,0.997,0.3,0,3,HBB
0,2.009673842668383,0.991,0.263,0,3,HBA2
0,1.5314472859411312,0.901,0.165,0,3,HBA1
0,0.8812632702782286,0.685,0.373,0,3,IL7R
0,0.6038439019610351,0.703,0.47,0,3,CCL5
0,0.5282494203574011,0.852,0.577,0,3,PTPRC
0,0.5016536658068294,0.697,0.404,0,3,IL32
0,0.5002175696714997,0.55,0.268,0,3,TRAC
0,0.4826548884596322,0.474,0.241,0,3,LTB
0,0.47937088765858427,0.832,0.584,0,3,CXCR4
0,0.47583708305272654,0.603,0.319,0,3,CD2
0,0.4615223539804916,0.999,0.981,0,3,RPS29
0,0.45117843571026883,0.944,0.813,0,3,HLA-C
0,0.4417954339181436,0.726,0.513,0,3,SARAF
0,0.42177886281246013,0.632,0.329,0,3,CD3D
0,0.4142144665185352,0.611,0.353,0,3,ETS1
0,0.40708806597471625,0.627,0.367,0,3,CD48
0,0.40013657648898737,0.678,0.43,0,3,STK4
0,0.3971819914806645,0.455,0.226,0,3,KIAA1551
0,0.38517474792140005,0.519,0.299,0,3,TRBC2
0,0.37448401607684145,0.999,0.99,0,3,RPS3
0,0.3726225422198206,0.701,0.458,0,3,CD52
0,0.3667812352868678,1,0.997,0,3,RPS27
0,0.3618038797429258,0.57,0.307,0,3,CD3E
0,0.3608230627177602,0.999,0.993,0,3,RPL30
0,0.3606555763705215,0.462,0.262,0,3,RORA
0,0.3478673084853394,1,0.995,0,3,B2M
0,0.34080585072666736,0.982,0.88,0,3,HLA-B
0,0.3401733673499403,0.997,0.991,0,3,RPL19
0,0.33211692110328794,0.359,0.176,0,3,GIMAP7
0,0.3164238894744493,0.444,0.237,0,3,PIK3IP1
0,0.3021022550967061,0.996,0.987,0,3,RPL23A
0,0.30010992606328046,0.42,0.216,0,3,CD3G
0,0.2876335361559594,0.41,0.213,0,3,SPOCK2
0,0.28672567214190015,0.418,0.225,0,3,RARRES3
0,0.28664119644942826,0.372,0.19,0,3,CLEC2D
1.9868851193412645e-302,0.330144576030607,0.963,0.882,6.030991091248474e-298,3,HLA-A
1.8027031643686976e-301,0.2655816577440202,0.393,0.214,5.471925185124745e-297,3,AES
1.2646475923925174e-299,0.2570057015858325,0.362,0.191,3.8387113019482473e-295,3,SEPT6
9.858863614408271e-285,0.3666805231670489,0.467,0.28,2.992559461517487e-280,3,ARL4C
1.1947869423449553e-281,0.4198722601368504,0.429,0.249,3.6266562847938773e-277,3,TRBC1
1.5329913102935374e-279,0.2678553414575097,0.379,0.209,4.653241823265004e-275,3,IKZF1
5.779848823480538e-278,0.27104441324799244,0.389,0.214,1.7544153118792824e-273,3,GZMM
5.036498750363721e-271,0.251697014924662,1,0.996,1.5287788306854038e-266,3,RPL28
3.658507851299715e-267,0.2888800970462331,0.998,0.993,1.1105034731835155e-262,3,MALAT1
4.276184531843911e-261,0.26779614605494206,0.475,0.291,1.2979930527959007e-256,3,HLA-F
3.52068804694082e-259,0.4976591927270311,0.433,0.263,1.0686696497684165e-254,3,GZMK
1.913982058246636e-256,0.27312474352251437,0.998,0.995,5.809701139601839e-252,3,RPS14
7.483350174465162e-256,0.28638416228224906,0.562,0.362,2.271496111957155e-251,3,CYTIP
2.655699535649532e-254,0.28326854761868625,0.519,0.328,8.06111037051059e-250,3,PPP2R5C
6.3511271121245e-243,0.2645653661794016,0.413,0.242,1.9278211236142706e-238,3,SYNE2
8.589202270568168e-243,0.2573702005198415,0.993,0.978,2.6071664572082616e-238,3,RPS25
1.709885071496902e-240,0.25229554904222595,0.35,0.194,5.190185146021696e-236,3,CRYBG1
3.60898567008542e-239,0.31318686498898396,0.807,0.652,1.0954715102977285e-234,3,HLA-E
1.2872637432392283e-238,0.2834388573414417,0.569,0.373,3.907360366228354e-234,3,LEPROTL1
1.4111532228369735e-238,0.25353394363746373,0.999,0.993,4.283414492599349e-234,3,RPS27A
3.830306580223432e-238,0.2829570826710792,0.479,0.302,1.1626512593610204e-233,3,FYN
1.071745471118638e-236,0.29296703669807567,0.664,0.466,3.253176203033514e-232,3,ARHGDIB
2.379506773992445e-226,0.42745774152523164,0.484,0.31,7.222754861776667e-222,3,KLRB1
6.604819968322485e-225,0.2789547771886498,0.851,0.767,2.004827053184607e-220,3,RPL36AL
8.439681461251368e-221,0.2604075144363609,0.999,0.994,2.56178091074824e-216,3,RPS19
9.171112105724386e-220,0.46488444785964034,0.751,0.636,2.7837993685715803e-215,3,TXNIP
2.1179079016425876e-215,0.25739861701072897,0.996,0.98,6.42869764464591e-211,3,RPS2
3.0047568195932922e-214,0.4086223008051082,0.778,0.622,9.120638850193479e-210,3,TSC22D3
2.959102558327005e-197,0.25687100166359245,0.645,0.451,8.982059905545792e-193,3,HCST
4.229644373839834e-196,0.255466765370461,0.999,0.997,1.2838662532353432e-191,3,RPS12
2.440542318455199e-193,0.263157517029057,0.821,0.72,7.408022153438912e-189,3,TOMM7
3.1415504347583695e-181,0.2538151712864658,0.534,0.356,9.535862189665556e-177,3,CD69
3.730064961971462e-176,0.3134936966145736,0.667,0.515,1.1322239185568175e-171,3,SRSF7
2.739084165480009e-175,0.2898148549352624,0.364,0.229,8.31421607589802e-171,3,FAM107B
2.0987770117695428e-165,0.2528773477719879,0.797,0.678,6.3706277415252705e-161,3,CALM1
4.39854005477958e-164,0.2546856563372457,0.515,0.366,1.3351328482277937e-159,3,N4BP2L2
9.22035325216305e-159,0.2575776736666162,0.951,0.923,2.798746026161572e-154,3,RPSA
